action_0,action_1,action_2,action_3,action_4,action_5,action_6
0.0069993,-0.654863,0.219037,-0.288164,-0.150864,0.206288,-0.286784
0.0326663,-0.660202,0.17863,-0.308268,-0.199342,0.315684,-0.283103
0.0544133,-0.66192,0.163833,-0.312869,-0.193838,0.368329,-0.281867
0.0663082,-0.661695,0.175697,-0.310314,-0.154388,0.406774,-0.279716
0.0706321,-0.658792,0.192549,-0.30169,-0.080881,0.408262,-0.269549
0.0750259,-0.654407,0.22626,-0.280339,0.0226609,0.384423,-0.264431
0.0753953,-0.647474,0.261989,-0.25078,0.116485,0.334723,-0.260049
0.0597047,-0.640287,0.298247,-0.199626,0.155847,0.249893,-0.269538
0.052628,-0.633851,0.312151,-0.178443,0.154921,0.185125,-0.274498
0.0495846,-0.625008,0.32558,-0.151201,0.117367,0.099219,-0.271084
0.024076,-0.619052,0.340038,-0.11281,0.0702251,0.0423717,-0.267152
0.148478,-0.622719,0.48728,0.331147,-0.562715,-0.433572,-0.155368
0.154896,-0.581958,0.363164,0.182982,-0.375212,-0.389587,-0.20663
-0.326578,-0.562872,0.156449,-0.134521,0.629821,0.538339,-0.234084
0.48941,-0.739625,-0.265431,-0.0588004,-0.667998,-0.475631,-0.410316
0.484527,-0.686017,-0.160803,-0.586794,-0.673334,-0.59262,-0.35983
0.400133,-0.393206,0.420226,0.452355,-0.600088,-0.232634,-0.271779
0.458883,-0.728056,-0.301979,-0.37793,-0.697589,-0.523892,-0.383501
-0.304045,-0.105944,0.486221,-0.491372,0.460493,0.0689905,0.112695
0.41985,-0.571262,0.255691,0.544785,-0.37519,-0.239656,-0.247909
-0.17584,-0.494172,0.431078,-0.420274,-0.263595,0.1427,-0.418525
0.442877,-0.697282,0.371594,-0.13612,-0.478858,-0.494006,-0.247002
-0.042328,-0.63257,0.0974614,-0.0289379,0.240174,0.224753,-0.283286
0.416383,-0.662521,0.517428,-0.163019,-0.558784,-0.443649,-0.260272
0.245605,-0.670879,0.381077,0.0598908,-0.332341,-0.243253,-0.360566
0.174664,-0.668064,0.414787,-0.0497544,-0.477167,-0.220091,-0.343998
0.128511,-0.670943,0.460664,-0.129967,-0.538109,-0.293738,-0.311336
0.135673,-0.666141,0.398689,0.040168,-0.516474,-0.216261,-0.32156
0.354263,-0.657754,0.545906,-0.27222,-0.549114,-0.493427,-0.266033
0.163453,-0.665258,0.214764,-0.0417215,0.142615,-0.353986,-0.317304
0.469562,-0.662619,0.321123,0.0614436,-0.53799,-0.486044,-0.274545
0.123488,0.597767,0.538189,0.0923257,0.315499,0.0158304,0.450798
