action_0,action_1,action_2,action_3,action_4,action_5,action_6
0.583285,-0.5963,0.457899,0.464816,-0.449645,-0.417267,-0.280422
0.586235,-0.606735,0.454511,0.454883,-0.482894,-0.377757,-0.283479
0.590096,-0.616953,0.45356,0.444291,-0.504937,-0.303884,-0.288883
0.588691,-0.623257,0.455328,0.432555,-0.505128,-0.239062,-0.291259
0.58604,-0.62551,0.456304,0.424559,-0.50044,-0.202119,-0.293161
0.589625,-0.635876,0.444776,0.400726,-0.478072,-0.11657,-0.295764
0.596297,-0.646746,0.43396,0.376234,-0.435271,-0.0336698,-0.295196
0.599656,-0.652193,0.425948,0.35109,-0.391081,0.00307717,-0.288459
0.595711,-0.654687,0.422751,0.33909,-0.385778,0.00527226,-0.28866
0.601518,-0.654665,0.405572,0.338986,-0.367488,0.0235967,-0.289232
0.623866,-0.653431,0.413888,0.354969,-0.198613,-0.0461558,-0.281552
0.635544,-0.658553,0.366109,0.342494,-0.0765234,0.10919,-0.274255
0.642461,-0.668749,0.313824,0.322974,-0.030589,0.249177,-0.270707
0.648359,-0.669477,0.354266,0.336342,0.233537,0.214081,-0.270503
0.654578,-0.661809,0.39415,0.359916,0.354527,0.159713,-0.260305
0.656084,-0.65893,0.402129,0.363776,0.437752,0.175552,-0.252514
0.690554,-0.697045,0.437213,0.330778,0.277916,0.196465,-0.28422
0.690554,-0.697045,0.437213,0.330778,0.277916,0.196465,-0.28422
0.690554,-0.697045,0.437213,0.330778,0.277916,0.196465,-0.28422
0.690554,-0.697045,0.437213,0.330778,0.277916,0.196465,-0.28422
0.690554,-0.697045,0.437213,0.330778,0.277916,0.196465,-0.28422
0.690554,-0.697045,0.437213,0.330778,0.277916,0.196465,-0.28422
0.690554,-0.697045,0.437213,0.330778,0.277916,0.196465,-0.28422
0.690554,-0.697045,0.437213,0.330778,0.277916,0.196465,-0.28422
0.690554,-0.697045,0.437213,0.330778,0.277916,0.196465,-0.28422
0.690554,-0.697045,0.437213,0.330778,0.277916,0.196465,-0.28422
0.690554,-0.697045,0.437213,0.330778,0.277916,0.196465,-0.28422
0.690554,-0.697045,0.437213,0.330778,0.277916,0.196465,-0.28422
0.690554,-0.697045,0.437213,0.330778,0.277916,0.196465,-0.28422
0.690554,-0.697045,0.437213,0.330778,0.277916,0.196465,-0.28422
0.690554,-0.697045,0.437213,0.330778,0.277916,0.196465,-0.28422
0.690554,-0.697045,0.437213,0.330778,0.277916,0.196465,-0.28422
0.690554,-0.697045,0.437213,0.330778,0.277916,0.196465,-0.28422
0.690554,-0.697045,0.437213,0.330778,0.277916,0.196465,-0.28422
0.690554,-0.697045,0.437213,0.330778,0.277916,0.196465,-0.28422
0.690554,-0.697045,0.437213,0.330778,0.277916,0.196465,-0.28422
0.651697,-0.630551,0.432113,0.392009,0.434674,0.253852,-0.237612
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
0.685179,-0.692745,0.455265,0.33584,0.276475,0.0320036,-0.289565
