pure_target_joint_0,pure_target_joint_1,pure_target_joint_2,pure_target_joint_3,pure_target_joint_4,pure_target_joint_5,pure_target_joint_6,target_joint_0,target_joint_1,target_joint_2,target_joint_3,target_joint_4,target_joint_5,target_joint_6,pos_joint_0,pos_joint_1,pos_joint_2,pos_joint_3,pos_joint_4,pos_joint_5,pos_joint_6,vel_joint_0,vel_joint_1,vel_joint_2,vel_joint_3,vel_joint_4,vel_joint_5,vel_joint_6,vel_smooth_joint_0,vel_smooth_joint_1,vel_smooth_joint_2,vel_smooth_joint_3,vel_smooth_joint_4,vel_smooth_joint_5,vel_smooth_joint_6,ee_pos_x,ee_pos_y,ee_pos_z,ee_or_w,ee_or_x,ee_or_y,ee_or_z,ee_vel_x,ee_vel_y,ee_vel_z,ee_vel_offset_x,ee_vel_offset_y,ee_vel_offset_z,ball_pos_x,ball_pos_y,ball_pos_z,ball_raw_vx,ball_raw_vy,ball_raw_vz,ball_ema_vx,ball_ema_vy,ball_ema_vz,action_0,action_1,action_2,action_3,action_4,action_5,action_6,command_published
1.31055,-0.758288,-2.40688,-0.653837,2.12776,1.85292,-1.40194,1.31055,-0.758288,-2.40688,-0.653837,2.12776,1.85292,-1.40194,1.36427,-0.695308,-2.33786,-0.720671,2.14322,1.78499,-1.36257,-0.829925,0.409935,-1.31793,0.866416,0.169386,1.26374,-0.792619,-0.829925,0.409935,-1.31793,0.866416,0.169386,1.26374,-0.792619,0.117883,-0.517795,0.892278,0.909746,-0.252997,0.232821,0.232698,-0.798507,0.134575,0.222125,-0.747534,0.181711,0.166601,-0.138608,-0.166819,-0.0784235,-0.00511408,0.00963658,-0.0104666,-0.00511408,0.00273543,-0.0104666,-0.537196,-0.629803,-0.690116,0.668333,-0.154665,0.679288,-0.393623,1
1.301,-0.761814,-2.42,-0.644307,2.14716,1.86363,-1.40925,1.301,-0.761814,-2.42,-0.644307,2.14716,1.86363,-1.40925,1.35579,-0.69201,-2.3515,-0.71162,2.14158,1.79827,-1.37078,-0.855582,0.30184,-1.37054,0.922536,-0.267386,1.34551,-0.824688,-0.855582,0.30184,-1.37054,0.922536,-0.267386,1.34551,-0.824688,0.110616,-0.516221,0.893283,0.909336,-0.260728,0.238839,0.219282,-0.79056,0.107176,0.146984,-0.719821,0.154073,0.0805958,-0.138616,-0.166745,-0.0784342,-0.000786781,0.00737906,-0.00106096,-0.000786781,0.00393848,-0.00106096,-0.547979,-0.698039,-0.684942,0.673123,0.0557835,0.653666,-0.384699,1
1.29609,-0.763285,-2.43214,-0.636336,2.14956,1.87601,-1.4208,1.29609,-0.763285,-2.43214,-0.636336,2.14956,1.87601,-1.4208,1.34771,-0.689353,-2.36468,-0.701453,2.13679,1.8119,-1.37896,-0.79275,0.252646,-1.30625,1.03729,-0.523881,1.37074,-0.811517,-0.79275,0.252646,-1.30625,1.03729,-0.523881,1.37074,-0.811517,0.103795,-0.514499,0.894054,0.908194,-0.268817,0.246085,0.205824,-0.745991,0.129998,0.147049,-0.668759,0.178906,0.0724116,-0.138625,-0.166782,-0.0783145,-0.000882149,-0.00369847,0.0119686,-0.000882149,0.00330758,0.0119686,-0.516255,-0.739314,-0.67453,0.651174,0.127724,0.641077,-0.418403,1
1.29223,-0.763583,-2.444,-0.629475,2.15915,1.88979,-1.43024,1.29223,-0.763583,-2.444,-0.629475,2.15915,1.88979,-1.43024,1.33981,-0.687947,-2.3778,-0.690319,2.13225,1.82569,-1.38694,-0.791025,0.108694,-1.31151,1.14692,-0.410752,1.37907,-0.79305,-0.791025,0.108694,-1.31151,1.14692,-0.410752,1.37907,-0.79305,0.0967586,-0.513159,0.894477,0.90684,-0.276746,0.253003,0.192462,-0.78952,0.0835903,0.110224,-0.716205,0.126939,0.0381437,-0.138701,-0.166696,-0.0783353,-0.00763535,0.0085637,-0.0020802,-0.00763535,0.00394567,-0.0020802,-0.475718,-0.756363,-0.66201,0.60843,0.269099,0.640998,-0.433029,1
1.28152,-0.763638,-2.45627,-0.617915,2.17081,1.90188,-1.44003,1.28152,-0.763638,-2.45627,-0.617915,2.17081,1.90188,-1.44003,1.33218,-0.687645,-2.39066,-0.678036,2.1306,1.83951,-1.39476,-0.744071,-0.00450618,-1.26646,1.227,-0.071677,1.39295,-0.778994,-0.744071,-0.00450618,-1.26646,1.227,-0.071677,1.39295,-0.778994,0.0891834,-0.512082,0.894922,0.905589,-0.284711,0.258272,0.17929,-0.817677,0.0616799,0.0997401,-0.760199,0.102017,0.035075,-0.138736,-0.166591,-0.0784554,-0.00343323,0.0105858,-0.0120103,-0.00343323,0.00506118,-0.0120103,-0.506615,-0.75993,-0.656098,0.60121,0.402182,0.623688,-0.45279,1
1.27192,-0.764418,-2.46827,-0.604737,2.17321,1.91665,-1.45029,1.27192,-0.764418,-2.46827,-0.604737,2.17321,1.91665,-1.45029,1.32536,-0.688559,-2.40301,-0.665338,2.13241,1.85295,-1.40265,-0.675963,-0.119869,-1.23954,1.29309,0.254302,1.33656,-0.79612,-0.675963,-0.119869,-1.23954,1.29309,0.254302,1.33656,-0.79612,0.0814302,-0.511367,0.895248,0.904621,-0.292439,0.261426,0.166725,-0.829288,0.0307713,0.0853267,-0.785853,0.066549,0.029919,-0.138748,-0.166619,-0.0783361,-0.0012219,-0.00288486,0.0119269,-0.0012219,0.00497395,0.0119269,-0.534445,-0.758588,-0.652528,0.606014,0.408004,0.637043,-0.476419,1
1.26017,-0.766391,-2.48083,-0.590127,2.17665,1.92952,-1.45895,1.26017,-0.766391,-2.48083,-0.590127,2.17665,1.92952,-1.45895,1.31849,-0.69082,-2.41549,-0.652583,2.13709,1.86598,-1.41098,-0.678276,-0.25696,-1.23997,1.26962,0.530176,1.29664,-0.845736,-0.678276,-0.25696,-1.23997,1.26962,0.530176,1.29664,-0.845736,0.0731595,-0.511279,0.895172,0.904053,-0.299557,0.263045,0.154147,-0.862799,-0.0270508,0.0263478,-0.828894,0.00167001,-0.0189207,-0.138754,-0.16663,-0.0783349,-0.000607967,-0.00107437,0.000119209,-0.000607967,0.00360337,0.000119209,-0.583217,-0.755704,-0.653348,0.624552,0.39553,0.635463,-0.479657,1
1.24971,-0.770082,-2.49373,-0.576626,2.17959,1.94184,-1.46805,1.24971,-0.770082,-2.49373,-0.576626,2.17959,1.94184,-1.46805,1.31216,-0.693885,-2.42741,-0.639917,2.14417,1.87887,-1.41969,-0.626874,-0.327609,-1.18052,1.25172,0.76467,1.28442,-0.879364,-0.626874,-0.327609,-1.18052,1.25172,0.76467,1.28442,-0.879364,0.0648574,-0.511346,0.894931,0.903658,-0.306604,0.263119,0.142002,-0.851542,-0.0373491,0.0048905,-0.829551,-0.00965589,-0.0336499,-0.138752,-0.166657,-0.0783092,0.000160933,-0.00267029,0.00256896,0.000160933,0.00230521,0.00256896,-0.624512,-0.761969,-0.663223,0.632908,0.354214,0.62968,-0.483556,1
1.23992,-0.775497,-2.50603,-0.565135,2.18295,1.95395,-1.47809,1.23992,-0.775497,-2.50603,-0.565135,2.18295,1.95395,-1.47809,1.30585,-0.698072,-2.43918,-0.627608,2.15287,1.89172,-1.42882,-0.636953,-0.441702,-1.17944,1.23727,0.895541,1.2924,-0.924917,-0.636953,-0.441702,-1.17944,1.23727,0.895541,1.2924,-0.924917,0.0563434,-0.511863,0.89417,0.903455,-0.313234,0.262196,0.130029,-0.87597,-0.0775076,-0.0529213,-0.858309,-0.053187,-0.0864689,-0.138746,-0.166719,-0.0783167,0.000667572,-0.0061661,-0.000745058,0.000667572,0.000821959,-0.000745058,-0.659298,-0.774245,-0.668446,0.624732,0.30077,0.622284,-0.492715,1
1.23142,-0.782178,-2.51822,-0.5565,2.18923,1.96557,-1.4889,1.23142,-0.782178,-2.51822,-0.5565,2.18923,1.96557,-1.4889,1.29917,-0.703312,-2.45104,-0.615259,2.16187,1.90466,-1.43835,-0.670378,-0.55281,-1.1802,1.22877,0.889827,1.2888,-0.95827,-0.670378,-0.55281,-1.1802,1.22877,0.889827,1.2888,-0.95827,0.0475235,-0.512766,0.892876,0.903251,-0.319521,0.261076,0.117826,-0.899801,-0.117153,-0.115398,-0.880253,-0.0969707,-0.146693,-0.138684,-0.16676,-0.078316,0.00615716,-0.00415742,6.55651e-05,0.00615716,-0.00172992,6.55651e-05,-0.677557,-0.788653,-0.671776,0.587588,0.273607,0.609118,-0.505565,1
1.22433,-0.789456,-2.53021,-0.551607,2.19908,1.9769,-1.50031,1.22433,-0.789456,-2.53021,-0.551607,2.19908,1.9769,-1.50031,1.29271,-0.709303,-2.46248,-0.602802,2.17,1.91787,-1.44804,-0.64611,-0.610899,-1.14372,1.25139,0.78164,1.31976,-0.97083,-0.64611,-0.610899,-1.14372,1.25139,0.78164,1.31976,-0.97083,0.0389049,-0.513765,0.891158,0.902765,-0.325806,0.260126,0.105836,-0.877867,-0.11765,-0.146562,-0.855625,-0.0968056,-0.180778,-0.13872,-0.16669,-0.0784739,-0.00362992,0.00697076,-0.0157833,-0.00362992,-0.00238999,-0.0157833,-0.683851,-0.801531,-0.677343,0.511952,0.290734,0.59027,-0.522733,1
1.21757,-0.796928,-2.54241,-0.553115,2.21281,1.98899,-1.511,1.21757,-0.796928,-2.54241,-0.553115,2.21281,1.98899,-1.511,1.28608,-0.715935,-2.47409,-0.590284,2.17685,1.93102,-1.45779,-0.664805,-0.674249,-1.16307,1.26285,0.654317,1.32461,-0.976271,-0.664805,-0.674249,-1.16307,1.26285,0.654317,1.32461,-0.976271,0.0303541,-0.514968,0.888985,0.902006,-0.331734,0.259892,0.0937704,-0.880153,-0.132505,-0.188982,-0.850719,-0.114521,-0.225595,-0.138639,-0.166734,-0.0784624,0.00814795,-0.00434816,0.00114441,0.00814795,-0.00202523,0.00114441,-0.685057,-0.809929,-0.683137,0.371688,0.359561,0.579734,-0.532094,1
1.20903,-0.804746,-2.55573,-0.566003,2.22739,2.00202,-1.52075,1.20903,-0.804746,-2.55573,-0.566003,2.22739,2.00202,-1.52075,1.27925,-0.72297,-2.48598,-0.577763,2.18258,1.94398,-1.4676,-0.688942,-0.728467,-1.19461,1.22479,0.555257,1.28351,-0.982623,-0.688942,-0.728467,-1.19461,1.22479,0.555257,1.28351,-0.982623,0.0218913,-0.516284,0.886477,0.900978,-0.337309,0.260381,0.0816215,-0.87863,-0.155887,-0.236505,-0.842249,-0.143551,-0.27276,-0.1387,-0.166712,-0.0784792,-0.00604987,0.00221431,-0.00168085,-0.00604987,-0.00132354,-0.00168085,-0.702272,-0.81776,-0.697509,0.117598,0.448139,0.580384,-0.531482,1
1.19936,-0.813333,-2.56969,-0.584886,2.24082,2.01431,-1.5308,1.19936,-0.813333,-2.56969,-0.584886,2.24082,2.01062,-1.5308,1.27252,-0.730813,-2.49783,-0.565729,2.18797,1.95675,-1.47753,-0.667082,-0.792572,-1.18413,1.19499,0.543925,1.26473,-0.995015,-0.667082,-0.792572,-1.18413,1.19499,0.543925,1.26473,-0.995015,0.0135656,-0.51796,0.883407,0.899915,-0.342327,0.260957,0.0697677,-0.861903,-0.175688,-0.279534,-0.825533,-0.166247,-0.313702,-0.138631,-0.166809,-0.0784519,0.00687242,-0.00970513,0.00273585,0.00687242,-0.00148549,0.00273585,-0.731668,-0.825201,-0.718592,-0.191575,0.528464,0.575663,-0.53274,1
1.1914,-0.821915,-2.58402,-0.593673,2.25291,2.02552,-1.5443,1.1914,-0.821915,-2.58402,-0.593673,2.25291,2.01062,-1.5443,1.26568,-0.739102,-2.50994,-0.555028,2.19398,1.96888,-1.48764,-0.692142,-0.839348,-1.2179,1.03334,0.632399,1.20779,-1.0194,-0.692142,-0.839348,-1.2179,1.03334,0.632399,1.20779,-1.0194,0.00531637,-0.520042,0.879823,0.89906,-0.34641,0.261345,0.0582273,-0.86167,-0.214972,-0.346039,-0.826426,-0.212797,-0.372606,-0.138581,-0.166823,-0.0784566,0.00500679,-0.00141263,-0.000476837,0.00500679,-0.00154232,-0.000476837,-0.742818,-0.82813,-0.740828,-0.386444,0.589231,0.566322,-0.566558,1
1.18249,-0.830198,-2.59757,-0.592465,2.26191,2.03631,-1.55639,1.18249,-0.830198,-2.59757,-0.592465,2.26191,2.01062,-1.55639,1.25856,-0.747567,-2.52221,-0.547206,2.20163,1.98073,-1.49808,-0.719431,-0.850793,-1.2319,0.665836,0.809713,1.16788,-1.04972,-0.719431,-0.850793,-1.2319,0.665836,0.809713,1.16788,-1.04972,-0.00285326,-0.5226,0.875522,0.898651,-0.349355,0.261024,0.0473692,-0.837303,-0.266867,-0.445065,-0.808983,-0.272917,-0.458621,-0.138603,-0.16703,-0.07827,-0.00222325,-0.0207499,0.0186622,-0.00222325,-0.00411022,0.0186622,-0.760702,-0.826313,-0.753628,-0.452589,0.602872,0.555812,-0.583075,1
1.17357,-0.837959,-2.61067,-0.593,2.27091,2.04667,-1.56605,1.17357,-0.837959,-2.61067,-0.593,2.27091,2.01062,-1.56605,1.25114,-0.755574,-2.53439,-0.544047,2.21136,1.99221,-1.50869,-0.748925,-0.7704,-1.21046,0.208832,1.03045,1.14127,-1.06342,-0.748925,-0.7704,-1.21046,0.208832,1.03045,1.14127,-1.06342,-0.0107028,-0.525619,0.870445,0.898918,-0.350808,0.259721,0.037751,-0.79434,-0.285599,-0.515043,-0.776399,-0.297312,-0.515503,-0.138606,-0.166979,-0.0784112,-0.000339746,0.005126,-0.0141203,-0.000339746,-0.00560896,-0.0141203,-0.775667,-0.823857,-0.76276,-0.489532,0.595459,0.544634,-0.573626,1
1.16542,-0.844727,-2.62373,-0.598823,2.28429,2.05558,-1.57634,1.16542,-0.844727,-2.62373,-0.598823,2.28429,2.01062,-1.57634,1.24268,-0.762615,-2.54699,-0.545392,2.22309,2.00276,-1.51947,-0.889209,-0.692301,-1.28057,-0.240494,1.21855,1.01796,-1.08155,-0.889209,-0.692301,-1.28057,-0.240494,1.21855,1.01796,-1.08155,-0.0186131,-0.528938,0.864888,0.899885,-0.350564,0.257854,0.0287031,-0.822665,-0.317158,-0.587481,-0.806374,-0.342344,-0.572942,-0.13863,-0.166995,-0.0782931,-0.0023365,-0.00156462,0.0118136,-0.0023365,-0.0054972,0.0118136,-0.772526,-0.821118,-0.767385,-0.534309,0.611986,0.528268,-0.568691,1
